Transaction ID,Customer ID,Customer Name,Gender,Age,Location,Product ID,Product Name,Category,Supplier,Quantity Sold,Sale Price,Date,Age Groups,Total Sales
1003,499,Customer_382,Female,48,Chicago,27,Books_27,Electronics,ToyLand,1,71.27,2024-01-10,Middle-Aged (40-49),71.27
1004,272,Customer_51,Male,49,New York,37,Toys_37,Toys,TechWorld,3,54.51,2024-10-25,Pre-Seniors (50-59),163.53
1005,397,Customer_431,Male,39,New York,71,Electronics_71,Books,BookWorm,5,600.27,2024-09-27,Middle-Aged (40-49),3001.35
1006,456,Customer_35,Female,20,Phoenix,87,Electronics_87,Electronics,ToyLand,4,107.8,2024-04-05,Young Adults (20-29),431.2
1007,498,Customer_143,Female,52,Phoenix,76,Home Appliances_76,Toys,BookWorm,1,154.15,2024-05-02,Pre-Seniors (50-59),154.15
1008,86,Customer_190,Male,36,New York,39,Toys_39,Books,FashionHub,5,608.96,2024-12-01,Adults (30-39),3044.8
1009,13,Customer_483,Male,26,Phoenix,54,Toys_54,Books,TechWorld,1,113.25,2024-07-06,Young Adults (20-29),113.25
1010,435,Customer_18,Male,60,Los Angeles,83,Books_83,Books,ToyLand,4,765.85,2024-08-09,Seniors (60-69),3063.4
1011,74,Customer_401,Female,69,Houston,68,Clothing_68,Toys,HomeEssentials,3,336.91,2024-02-16,Elders (70+),1010.73
1012,392,Customer_481,Male,25,New York,21,Home Appliances_21,Electronics,TechWorld,3,367.54,2024-07-12,Young Adults (20-29),1102.6200000000001
1013,286,Customer_51,Male,29,Houston,42,Home Appliances_42,Toys,ToyLand,2,106.58,2024-05-13,Adults (30-39),213.16
1014,490,Customer_364,Female,64,Los Angeles,84,Books_84,Electronics,BookWorm,5,996.96,2024-04-02,Seniors (60-69),4984.8
1015,56,Customer_87,Male,44,New York,75,Books_75,Clothing,TechWorld,2,161.24,2024-11-11,Middle-Aged (40-49),322.48
1016,2,Customer_61,Male,66,Chicago,95,Toys_95,Toys,BookWorm,2,150.26,2024-12-23,Seniors (60-69),300.52
1017,479,Customer_174,Male,66,Chicago,76,Home Appliances_76,Toys,BookWorm,3,544.8,2024-10-21,Seniors (60-69),1634.3999999999999
1018,104,Customer_96,Female,68,Phoenix,44,Home Appliances_44,Clothing,BookWorm,4,582.98,2024-04-29,Seniors (60-69),2331.92
1019,237,Customer_303,Female,67,New York,38,Toys_38,Home Appliances,TechWorld,3,121.51,2024-07-06,Seniors (60-69),364.53000000000003
1020,255,Customer_439,Female,27,Chicago,70,Home Appliances_70,Electronics,FashionHub,2,230.76,2024-08-04,Young Adults (20-29),461.52
1021,215,Customer_350,Female,36,Chicago,59,Toys_59,Toys,BookWorm,3,299.73,2024-08-23,Adults (30-39),899.19
1022,89,Customer_132,Male,25,New York,36,Toys_36,Clothing,HomeEssentials,1,53.38,2024-09-30,Young Adults (20-29),53.38
1023,242,Customer_398,Male,46,Chicago,65,Clothing_65,Books,ToyLand,3,599.25,2024-08-07,Middle-Aged (40-49),1797.75
1024,90,Customer_278,Male,63,New York,79,Home Appliances_79,Home Appliances,BookWorm,4,320.54,2024-12-19,Seniors (60-69),1282.16
1025,176,Customer_386,Female,61,Los Angeles,1,Home Appliances_1,Books,ToyLand,4,59.39,2024-05-09,Seniors (60-69),237.56
1026,26,Customer_396,Male,69,Houston,91,Toys_91,Clothing,BookWorm,5,965.61,2024-09-27,Elders (70+),4828.05
1027,489,Customer_230,Male,35,Phoenix,14,Toys_14,Toys,BookWorm,4,478.3,2024-06-15,Adults (30-39),1913.2
1028,32,Customer_303,Female,37,Los Angeles,77,Electronics_77,Home Appliances,TechWorld,2,238.58,2024-03-29,Adults (30-39),477.16
1029,422,Customer_188,Male,61,Los Angeles,58,Clothing_58,Electronics,TechWorld,5,857.6,2024-08-20,Seniors (60-69),4288.0
1030,62,Customer_230,Male,45,New York,8,Toys_8,Books,HomeEssentials,4,528.98,2024-06-12,Middle-Aged (40-49),2115.92
1031,133,Customer_367,Male,38,Chicago,26,Clothing_26,Clothing,BookWorm,1,102.93,2024-07-14,Adults (30-39),102.93
1032,498,Customer_143,Female,52,Phoenix,5,Books_5,Home Appliances,BookWorm,3,200.51,2024-10-23,Pre-Seniors (50-59),601.53
1033,350,Customer_158,Female,64,Houston,47,Toys_47,Clothing,HomeEssentials,5,129.71,2024-05-01,Seniors (60-69),648.5500000000001
1034,220,Customer_267,Male,55,New York,40,Home Appliances_40,Clothing,ToyLand,1,157.69,2024-04-22,Pre-Seniors (50-59),157.69
1035,331,Customer_386,Female,50,Houston,16,Home Appliances_16,Clothing,HomeEssentials,4,679.08,2024-04-15,Pre-Seniors (50-59),2716.32
1036,419,Customer_181,Male,36,Houston,56,Clothing_56,Toys,TechWorld,2,261.89,2024-01-22,Adults (30-39),523.78
1037,307,Customer_246,Male,62,Phoenix,3,Electronics_3,Books,BookWorm,1,95.93,2024-05-15,Seniors (60-69),95.93
1038,214,Customer_362,Male,23,Phoenix,91,Toys_91,Clothing,BookWorm,4,474.84,2024-12-09,Young Adults (20-29),1899.36
1039,113,Customer_264,Male,64,Los Angeles,27,Books_27,Electronics,ToyLand,3,62.2,2024-09-28,Seniors (60-69),186.60000000000002
1040,160,Customer_134,Male,20,Chicago,92,Books_92,Clothing,HomeEssentials,1,29.56,2024-03-16,Young Adults (20-29),29.56
1041,369,Customer_359,Female,63,Chicago,18,Books_18,Clothing,TechWorld,1,34.54,2024-05-20,Seniors (60-69),34.54
1042,222,Customer_299,Male,48,Houston,35,Books_35,Toys,BookWorm,3,267.07,2024-07-19,Middle-Aged (40-49),801.21
1043,337,Customer_463,Female,48,Phoenix,60,Books_60,Toys,ToyLand,2,215.47,2024-01-15,Middle-Aged (40-49),430.94
1044,285,Customer_341,Female,60,Los Angeles,66,Electronics_66,Toys,ToyLand,2,26.14,2024-01-25,Seniors (60-69),52.28
1045,486,Customer_477,Male,60,Houston,30,Home Appliances_30,Books,BookWorm,4,289.16,2024-04-21,Seniors (60-69),1156.64
1046,363,Customer_242,Female,35,New York,15,Books_15,Books,ToyLand,4,597.89,2024-11-07,Adults (30-39),2391.56
1047,457,Customer_330,Male,56,Houston,96,Home Appliances_96,Home Appliances,BookWorm,3,383.2,2024-09-11,Pre-Seniors (50-59),1149.6
1048,334,Customer_44,Male,24,Los Angeles,3,Electronics_3,Books,BookWorm,4,262.92,2024-05-12,Young Adults (20-29),1051.68
1049,170,Customer_446,Male,57,Los Angeles,64,Home Appliances_64,Clothing,HomeEssentials,4,112.42,2024-12-23,Pre-Seniors (50-59),449.68
1050,102,Customer_248,Male,36,Chicago,22,Toys_22,Toys,ToyLand,1,110.91,2024-11-20,Adults (30-39),110.91
1051,201,Customer_328,Female,23,Chicago,23,Home Appliances_23,Home Appliances,BookWorm,3,450.4,2024-08-05,Young Adults (20-29),1351.1999999999998
1052,134,Customer_339,Male,57,Houston,64,Home Appliances_64,Clothing,HomeEssentials,5,236.2,2024-10-18,Pre-Seniors (50-59),1181.0
1053,425,Customer_272,Female,20,Phoenix,27,Books_27,Electronics,ToyLand,4,51.69,2024-02-05,Young Adults (20-29),206.76
1054,268,Customer_182,Male,31,New York,21,Home Appliances_21,Electronics,TechWorld,4,514.61,2024-05-03,Adults (30-39),2058.44
1055,30,Customer_249,Male,63,Houston,70,Home Appliances_70,Electronics,FashionHub,4,773.78,2024-07-03,Seniors (60-69),3095.12
1056,246,Customer_245,Female,39,New York,71,Electronics_71,Books,BookWorm,2,236.94,2024-01-20,Middle-Aged (40-49),473.88
1057,411,Customer_24,Male,24,Los Angeles,28,Electronics_28,Home Appliances,BookWorm,3,233.84,2024-05-26,Young Adults (20-29),701.52
1058,268,Customer_182,Male,31,New York,26,Clothing_26,Clothing,BookWorm,4,545.37,2024-10-15,Adults (30-39),2181.48
1059,300,Customer_266,Male,29,New York,85,Clothing_85,Electronics,BookWorm,5,531.46,2024-05-13,Adults (30-39),2657.3
1060,311,Customer_333,Female,52,Houston,20,Toys_20,Electronics,FashionHub,4,94.23,2024-01-16,Pre-Seniors (50-59),376.92
1061,280,Customer_391,Male,62,Phoenix,28,Electronics_28,Home Appliances,BookWorm,3,30.48,2024-04-17,Seniors (60-69),91.44
1062,369,Customer_359,Female,63,Chicago,99,Clothing_99,Toys,HomeEssentials,5,150.87,2024-10-25,Seniors (60-69),754.35
1063,128,Customer_252,Male,35,Houston,90,Home Appliances_90,Home Appliances,TechWorld,4,769.44,2024-08-13,Adults (30-39),3077.76
1064,479,Customer_174,Male,66,Chicago,87,Electronics_87,Electronics,ToyLand,3,308.99,2024-10-04,Seniors (60-69),926.97
1065,161,Customer_484,Male,49,Los Angeles,64,Home Appliances_64,Clothing,HomeEssentials,4,182.36,2024-12-31,Pre-Seniors (50-59),729.44
1066,402,Customer_88,Male,41,Houston,3,Electronics_3,Books,BookWorm,4,95.02,2024-10-07,Middle-Aged (40-49),380.08
1067,28,Customer_282,Female,53,Los Angeles,77,Electronics_77,Home Appliances,TechWorld,5,232.33,2024-08-27,Pre-Seniors (50-59),1161.65
1068,16,Customer_234,Female,34,Chicago,5,Books_5,Home Appliances,BookWorm,3,429.07,2024-03-27,Adults (30-39),1287.21
1069,156,Customer_138,Female,31,Houston,68,Clothing_68,Toys,HomeEssentials,3,89.71,2024-02-10,Adults (30-39),269.13
1070,324,Customer_377,Female,28,Houston,17,Toys_17,Books,TechWorld,1,123.43,2024-05-22,Young Adults (20-29),123.43
1071,194,Customer_145,Male,50,Houston,24,Clothing_24,Home Appliances,ToyLand,1,112.74,2024-05-09,Pre-Seniors (50-59),112.74
1072,244,Customer_387,Male,66,Houston,47,Toys_47,Clothing,HomeEssentials,3,150.05,2024-02-17,Seniors (60-69),450.15000000000003
1073,405,Customer_498,Female,25,Los Angeles,95,Toys_95,Toys,BookWorm,4,659.75,2024-04-07,Young Adults (20-29),2639.0
1074,161,Customer_484,Male,49,Los Angeles,47,Toys_47,Clothing,HomeEssentials,1,73.81,2024-01-08,Pre-Seniors (50-59),73.81
1075,474,Customer_14,Female,47,Houston,26,Clothing_26,Clothing,BookWorm,5,803.65,2024-12-05,Middle-Aged (40-49),4018.25
1076,191,Customer_20,Female,70,New York,71,Electronics_71,Books,BookWorm,1,156.67,2024-09-19,Elders (70+),156.67
1077,488,Customer_194,Female,37,Chicago,32,Toys_32,Clothing,HomeEssentials,2,343.72,2024-07-10,Adults (30-39),687.44
1078,481,Customer_205,Male,67,Los Angeles,35,Books_35,Toys,BookWorm,3,315.53,2024-01-02,Seniors (60-69),946.5899999999999
1079,255,Customer_439,Female,27,Chicago,95,Toys_95,Toys,BookWorm,3,176.04,2024-11-16,Young Adults (20-29),528.12
1080,378,Customer_478,Female,32,Los Angeles,28,Electronics_28,Home Appliances,BookWorm,2,113.46,2024-12-18,Adults (30-39),226.92
1081,479,Customer_174,Male,66,Chicago,36,Toys_36,Clothing,HomeEssentials,2,317.1,2024-05-31,Seniors (60-69),634.2
1082,451,Customer_49,Female,62,New York,51,Clothing_51,Home Appliances,BookWorm,5,296.36,2024-05-21,Seniors (60-69),1481.8000000000002
1083,245,Customer_338,Male,52,Houston,84,Books_84,Electronics,BookWorm,3,570.64,2024-04-01,Pre-Seniors (50-59),1711.92
1084,259,Customer_255,Female,41,New York,75,Books_75,Clothing,TechWorld,2,373.09,2024-08-08,Middle-Aged (40-49),746.18
1085,402,Customer_88,Male,41,Houston,45,Books_45,Clothing,HomeEssentials,3,388.08,2024-01-08,Middle-Aged (40-49),1164.24
1086,267,Customer_237,Female,64,Houston,20,Toys_20,Electronics,FashionHub,1,51.13,2024-11-27,Seniors (60-69),51.13
1087,61,Customer_201,Female,31,Houston,85,Clothing_85,Electronics,BookWorm,2,396.56,2024-07-21,Adults (30-39),793.12
1088,288,Customer_256,Female,63,Los Angeles,81,Clothing_81,Home Appliances,HomeEssentials,3,510.98,2024-10-08,Seniors (60-69),1532.94
1089,34,Customer_231,Female,22,Houston,6,Electronics_6,Clothing,HomeEssentials,2,191.04,2024-01-27,Young Adults (20-29),382.08
1090,14,Customer_213,Female,56,Los Angeles,20,Toys_20,Electronics,FashionHub,1,41.64,2024-03-29,Pre-Seniors (50-59),41.64
1091,306,Customer_381,Female,45,New York,46,Clothing_46,Toys,TechWorld,1,83.65,2024-06-02,Middle-Aged (40-49),83.65
1092,418,Customer_495,Male,31,Houston,61,Clothing_61,Electronics,ToyLand,1,160.27,2024-01-07,Adults (30-39),160.27
1093,341,Customer_75,Male,42,Phoenix,37,Toys_37,Toys,TechWorld,1,129.37,2024-09-22,Middle-Aged (40-49),129.37
1094,471,Customer_222,Female,25,Houston,72,Home Appliances_72,Electronics,ToyLand,2,171.45,2024-10-19,Young Adults (20-29),342.9
1095,350,Customer_158,Female,64,Houston,21,Home Appliances_21,Electronics,TechWorld,2,158.87,2024-03-25,Seniors (60-69),317.74
1096,398,Customer_499,Male,67,Houston,75,Books_75,Clothing,TechWorld,2,284.68,2024-08-25,Seniors (60-69),569.36
1097,253,Customer_490,Female,38,Phoenix,40,Home Appliances_40,Clothing,ToyLand,4,283.07,2024-03-09,Adults (30-39),1132.28
1098,193,Customer_183,Male,58,Chicago,72,Home Appliances_72,Electronics,ToyLand,2,189.71,2024-10-06,Pre-Seniors (50-59),379.42
1099,43,Customer_37,Male,28,Chicago,59,Toys_59,Toys,BookWorm,2,188.1,2024-04-10,Young Adults (20-29),376.2
1100,387,Customer_306,Male,66,Chicago,16,Home Appliances_16,Clothing,HomeEssentials,5,394.23,2024-11-14,Seniors (60-69),1971.15
1101,261,Customer_244,Male,56,Houston,17,Toys_17,Books,TechWorld,2,313.29,2024-02-04,Pre-Seniors (50-59),626.58
1102,153,Customer_159,Male,37,Houston,67,Toys_67,Books,FashionHub,3,148.47,2024-04-07,Adults (30-39),445.40999999999997
1103,202,Customer_361,Female,41,New York,60,Books_60,Toys,ToyLand,4,518.53,2024-05-23,Middle-Aged (40-49),2074.12
1104,68,Customer_204,Male,60,New York,37,Toys_37,Toys,TechWorld,1,90.55,2024-03-12,Seniors (60-69),90.55
1105,287,Customer_117,Female,64,Los Angeles,31,Home Appliances_31,Clothing,FashionHub,1,117.25,2024-08-17,Seniors (60-69),117.25
1106,405,Customer_498,Female,25,Los Angeles,96,Home Appliances_96,Home Appliances,BookWorm,2,271.72,2024-01-12,Young Adults (20-29),543.44
1107,255,Customer_439,Female,27,Chicago,7,Books_7,Home Appliances,FashionHub,4,54.91,2024-11-26,Young Adults (20-29),219.64
1108,389,Customer_365,Male,65,New York,23,Home Appliances_23,Home Appliances,BookWorm,2,377.22,2024-08-14,Seniors (60-69),754.44
1109,311,Customer_333,Female,52,Houston,15,Books_15,Books,ToyLand,5,830.36,2024-11-30,Pre-Seniors (50-59),4151.8
1110,1,Customer_367,Male,27,Los Angeles,98,Electronics_98,Home Appliances,TechWorld,2,245.73,2024-08-15,Young Adults (20-29),491.46
1111,99,Customer_194,Female,52,Los Angeles,86,Toys_86,Clothing,TechWorld,2,48.74,2024-05-14,Pre-Seniors (50-59),97.48
1112,389,Customer_365,Male,65,New York,41,Books_41,Electronics,TechWorld,3,205.2,2024-03-10,Seniors (60-69),615.5999999999999
1113,277,Customer_476,Female,47,Houston,72,Home Appliances_72,Electronics,ToyLand,2,170.36,2024-12-02,Middle-Aged (40-49),340.72
1114,16,Customer_234,Female,34,Chicago,35,Books_35,Toys,BookWorm,3,176.99,2024-01-28,Adults (30-39),530.97
1115,66,Customer_29,Female,53,Los Angeles,36,Toys_36,Clothing,HomeEssentials,5,663.88,2024-05-29,Pre-Seniors (50-59),3319.4
1116,284,Customer_348,Female,61,Los Angeles,13,Electronics_13,Books,FashionHub,3,184.81,2024-09-27,Seniors (60-69),554.4300000000001
1117,379,Customer_436,Male,61,New York,60,Books_60,Toys,ToyLand,4,498.4,2024-02-22,Seniors (60-69),1993.6
1118,360,Customer_281,Male,58,Houston,47,Toys_47,Clothing,HomeEssentials,5,704.39,2024-03-23,Pre-Seniors (50-59),3521.95
1119,265,Customer_356,Female,44,Chicago,73,Home Appliances_73,Books,BookWorm,4,694.12,2024-02-14,Middle-Aged (40-49),2776.48
1120,197,Customer_473,Male,43,Los Angeles,27,Books_27,Electronics,ToyLand,3,308.66,2024-07-19,Middle-Aged (40-49),925.98
1121,377,Customer_447,Female,20,Phoenix,37,Toys_37,Toys,TechWorld,3,497.93,2024-06-10,Young Adults (20-29),1493.79
1122,76,Customer_54,Male,33,Chicago,85,Clothing_85,Electronics,BookWorm,1,124.43,2024-01-25,Adults (30-39),124.43
1123,331,Customer_386,Female,50,Houston,78,Books_78,Electronics,HomeEssentials,1,136.36,2024-02-13,Pre-Seniors (50-59),136.36
1124,461,Customer_228,Male,44,New York,20,Toys_20,Electronics,FashionHub,5,381.23,2024-11-21,Middle-Aged (40-49),1906.15
1125,402,Customer_88,Male,41,Houston,11,Electronics_11,Electronics,BookWorm,4,328.72,2024-01-16,Middle-Aged (40-49),1314.88
1126,403,Customer_414,Male,54,Houston,4,Toys_4,Clothing,HomeEssentials,1,88.8,2024-12-28,Pre-Seniors (50-59),88.8
1127,140,Customer_484,Female,22,Houston,41,Books_41,Electronics,TechWorld,4,350.16,2024-06-02,Young Adults (20-29),1400.64
1128,108,Customer_283,Female,54,Chicago,20,Toys_20,Electronics,FashionHub,1,10.17,2024-06-14,Pre-Seniors (50-59),10.17
1129,391,Customer_255,Female,58,Phoenix,33,Electronics_33,Home Appliances,HomeEssentials,5,971.2,2024-07-26,Pre-Seniors (50-59),4856.0
1130,325,Customer_218,Male,50,Houston,100,Books_100,Clothing,FashionHub,4,104.56,2024-10-11,Pre-Seniors (50-59),418.24
1131,195,Customer_70,Female,68,Houston,62,Books_62,Toys,BookWorm,2,201.48,2024-12-12,Seniors (60-69),402.96
1132,18,Customer_24,Male,59,Chicago,44,Home Appliances_44,Clothing,BookWorm,2,381.99,2024-07-05,Seniors (60-69),763.98
1133,196,Customer_38,Female,45,New York,52,Toys_52,Books,TechWorld,2,56.95,2024-10-17,Middle-Aged (40-49),113.9
1134,404,Customer_192,Male,66,Phoenix,91,Toys_91,Clothing,BookWorm,4,160.12,2024-04-16,Seniors (60-69),640.48
1135,366,Customer_184,Male,67,New York,6,Electronics_6,Clothing,HomeEssentials,5,520.08,2024-10-12,Seniors (60-69),2600.4
1136,153,Customer_159,Male,37,Houston,34,Home Appliances_34,Toys,HomeEssentials,5,711.55,2024-08-08,Adults (30-39),3557.75
1137,257,Customer_325,Male,64,Chicago,46,Clothing_46,Toys,TechWorld,2,120.51,2024-10-10,Seniors (60-69),241.02
1138,37,Customer_308,Female,59,New York,21,Home Appliances_21,Electronics,TechWorld,1,136.81,2024-03-28,Seniors (60-69),136.81
1139,331,Customer_386,Female,50,Houston,91,Toys_91,Clothing,BookWorm,1,106.39,2024-02-12,Pre-Seniors (50-59),106.39
1140,402,Customer_88,Male,41,Houston,38,Toys_38,Home Appliances,TechWorld,2,99.68,2024-08-16,Middle-Aged (40-49),199.36
1141,182,Customer_402,Male,56,Phoenix,36,Toys_36,Clothing,HomeEssentials,1,142.4,2024-06-11,Pre-Seniors (50-59),142.4
1142,491,Customer_248,Male,70,Houston,68,Clothing_68,Toys,HomeEssentials,1,37.35,2024-01-04,Elders (70+),37.35
1143,454,Customer_370,Female,55,Chicago,55,Home Appliances_55,Electronics,TechWorld,5,721.62,2024-12-06,Pre-Seniors (50-59),3608.1
1144,436,Customer_464,Male,40,New York,14,Toys_14,Toys,BookWorm,2,26.0,2024-11-14,Middle-Aged (40-49),52.0
1145,51,Customer_95,Female,48,New York,77,Electronics_77,Home Appliances,TechWorld,3,456.0,2024-12-21,Middle-Aged (40-49),1368.0
1146,167,Customer_114,Male,47,New York,63,Electronics_63,Home Appliances,ToyLand,5,755.84,2024-03-06,Middle-Aged (40-49),3779.2000000000003
1147,168,Customer_448,Female,42,Chicago,68,Clothing_68,Toys,HomeEssentials,5,193.4,2024-11-08,Middle-Aged (40-49),967.0
1148,353,Customer_291,Male,50,Phoenix,66,Electronics_66,Toys,ToyLand,2,382.23,2024-12-13,Pre-Seniors (50-59),764.46
1149,467,Customer_165,Male,42,Phoenix,18,Books_18,Clothing,TechWorld,1,177.45,2024-05-09,Middle-Aged (40-49),177.45
1150,344,Customer_88,Male,51,New York,41,Books_41,Electronics,TechWorld,3,205.81,2024-09-04,Pre-Seniors (50-59),617.4300000000001
1151,78,Customer_310,Female,26,New York,65,Clothing_65,Books,ToyLand,4,129.18,2024-10-10,Young Adults (20-29),516.72
1152,106,Customer_458,Female,50,Houston,82,Electronics_82,Clothing,HomeEssentials,1,165.3,2024-12-20,Pre-Seniors (50-59),165.3
1153,35,Customer_349,Male,53,Los Angeles,52,Toys_52,Books,TechWorld,3,349.72,2024-07-07,Pre-Seniors (50-59),1049.16
1154,25,Customer_326,Male,65,Los Angeles,68,Clothing_68,Toys,HomeEssentials,3,377.09,2024-12-21,Seniors (60-69),1131.27
1155,384,Customer_219,Female,49,Los Angeles,3,Electronics_3,Books,BookWorm,1,146.02,2024-04-25,Pre-Seniors (50-59),146.02
1156,15,Customer_391,Male,48,Houston,32,Toys_32,Clothing,HomeEssentials,5,497.74,2024-04-26,Middle-Aged (40-49),2488.7
1157,73,Customer_359,Male,60,Los Angeles,2,Clothing_2,Toys,FashionHub,4,702.05,2024-11-20,Seniors (60-69),2808.2
1158,164,Customer_187,Female,60,Houston,4,Toys_4,Clothing,HomeEssentials,4,505.12,2024-03-15,Seniors (60-69),2020.48
1159,365,Customer_202,Male,69,Houston,4,Toys_4,Clothing,HomeEssentials,4,181.19,2024-08-25,Elders (70+),724.76
1160,460,Customer_142,Male,67,New York,94,Clothing_94,Electronics,FashionHub,4,590.04,2024-12-30,Seniors (60-69),2360.16
1161,354,Customer_195,Female,51,New York,32,Toys_32,Clothing,HomeEssentials,4,145.68,2024-06-17,Pre-Seniors (50-59),582.72
1162,351,Customer_120,Male,27,Chicago,27,Books_27,Electronics,ToyLand,5,124.61,2024-12-13,Young Adults (20-29),623.05
1163,105,Customer_293,Male,60,Los Angeles,79,Home Appliances_79,Home Appliances,BookWorm,4,454.05,2024-10-15,Seniors (60-69),1816.2
1164,469,Customer_331,Male,30,New York,68,Clothing_68,Toys,HomeEssentials,2,225.5,2024-09-14,Adults (30-39),451.0
1165,386,Customer_330,Male,46,New York,61,Clothing_61,Electronics,ToyLand,3,97.58,2024-05-03,Middle-Aged (40-49),292.74
1166,19,Customer_328,Female,41,Phoenix,20,Toys_20,Electronics,FashionHub,4,308.82,2024-08-30,Middle-Aged (40-49),1235.28
1167,236,Customer_447,Male,42,New York,28,Electronics_28,Home Appliances,BookWorm,4,124.28,2024-08-16,Middle-Aged (40-49),497.12
1168,212,Customer_496,Male,68,Los Angeles,23,Home Appliances_23,Home Appliances,BookWorm,5,924.09,2024-01-11,Seniors (60-69),4620.45
1169,20,Customer_176,Female,59,Phoenix,75,Books_75,Clothing,TechWorld,3,80.66,2024-02-28,Seniors (60-69),241.98
1170,142,Customer_106,Male,54,Houston,20,Toys_20,Electronics,FashionHub,1,40.18,2024-10-01,Pre-Seniors (50-59),40.18
1171,474,Customer_14,Female,47,Houston,56,Clothing_56,Toys,TechWorld,3,37.33,2024-07-27,Middle-Aged (40-49),111.99
1172,38,Customer_128,Female,18,Chicago,6,Electronics_6,Clothing,HomeEssentials,5,248.13,2024-08-28,Teens (<20),1240.65
1173,457,Customer_330,Male,56,Houston,34,Home Appliances_34,Toys,HomeEssentials,1,189.29,2024-07-06,Pre-Seniors (50-59),189.29
1174,238,Customer_217,Male,53,Phoenix,87,Electronics_87,Electronics,ToyLand,1,153.46,2024-12-03,Pre-Seniors (50-59),153.46
1175,462,Customer_219,Female,61,Phoenix,94,Clothing_94,Electronics,FashionHub,4,155.83,2024-06-24,Seniors (60-69),623.32
1176,399,Customer_187,Male,37,Houston,30,Home Appliances_30,Books,BookWorm,4,739.92,2024-03-19,Adults (30-39),2959.68
1177,215,Customer_350,Female,36,Chicago,70,Home Appliances_70,Electronics,FashionHub,3,79.32,2024-02-11,Adults (30-39),237.95999999999998
1178,360,Customer_281,Male,58,Houston,94,Clothing_94,Electronics,FashionHub,3,503.34,2024-07-10,Pre-Seniors (50-59),1510.02
1179,252,Customer_187,Female,53,New York,74,Clothing_74,Electronics,BookWorm,4,673.61,2024-02-14,Pre-Seniors (50-59),2694.44
1180,417,Customer_258,Female,61,Los Angeles,32,Toys_32,Clothing,HomeEssentials,3,338.28,2024-01-11,Seniors (60-69),1014.8399999999999
1181,235,Customer_154,Male,28,Chicago,72,Home Appliances_72,Electronics,ToyLand,2,216.39,2024-01-06,Young Adults (20-29),432.78
1182,335,Customer_475,Male,51,Chicago,20,Toys_20,Electronics,FashionHub,4,248.84,2024-08-16,Pre-Seniors (50-59),995.36
1183,253,Customer_490,Female,38,Phoenix,8,Toys_8,Books,HomeEssentials,5,106.86,2024-05-25,Adults (30-39),534.3
1184,471,Customer_222,Female,25,Houston,3,Electronics_3,Books,BookWorm,4,627.24,2024-03-16,Young Adults (20-29),2508.96
1185,181,Customer_250,Female,65,Los Angeles,66,Electronics_66,Toys,ToyLand,1,53.13,2024-06-14,Seniors (60-69),53.13
1186,30,Customer_249,Male,63,Houston,71,Electronics_71,Books,BookWorm,2,260.89,2024-04-10,Seniors (60-69),521.78
1187,484,Customer_493,Female,23,Chicago,20,Toys_20,Electronics,FashionHub,1,159.72,2024-12-30,Young Adults (20-29),159.72
1188,131,Customer_418,Female,27,New York,71,Electronics_71,Books,BookWorm,1,94.07,2024-08-09,Young Adults (20-29),94.07
1189,486,Customer_477,Male,60,Houston,4,Toys_4,Clothing,HomeEssentials,2,251.13,2024-08-29,Seniors (60-69),502.26
1190,103,Customer_362,Female,29,Houston,63,Electronics_63,Home Appliances,ToyLand,1,156.05,2024-05-02,Adults (30-39),156.05
1191,214,Customer_362,Male,23,Phoenix,45,Books_45,Clothing,HomeEssentials,4,447.65,2024-02-01,Young Adults (20-29),1790.6
1192,119,Customer_178,Male,24,New York,89,Toys_89,Clothing,FashionHub,3,41.05,2024-09-30,Young Adults (20-29),123.14999999999999
1193,420,Customer_495,Male,57,Chicago,50,Electronics_50,Toys,FashionHub,2,125.62,2024-02-16,Pre-Seniors (50-59),251.24
1194,252,Customer_187,Female,53,New York,57,Clothing_57,Clothing,FashionHub,1,61.06,2024-06-16,Pre-Seniors (50-59),61.06
1195,298,Customer_476,Male,20,New York,4,Toys_4,Clothing,HomeEssentials,2,308.11,2024-07-27,Young Adults (20-29),616.22
1196,475,Customer_473,Male,19,Chicago,70,Home Appliances_70,Electronics,FashionHub,3,133.75,2024-03-16,Young Adults (20-29),401.25
1197,265,Customer_356,Female,44,Chicago,58,Clothing_58,Electronics,TechWorld,2,119.99,2024-06-29,Middle-Aged (40-49),239.98
1198,116,Customer_312,Male,33,Chicago,17,Toys_17,Books,TechWorld,1,35.43,2024-01-13,Adults (30-39),35.43
1199,184,Customer_122,Male,34,Houston,68,Clothing_68,Toys,HomeEssentials,3,282.91,2024-05-21,Adults (30-39),848.73
1200,377,Customer_447,Female,20,Phoenix,42,Home Appliances_42,Toys,ToyLand,1,113.24,2024-08-24,Young Adults (20-29),113.24
1201,346,Customer_351,Male,51,Los Angeles,80,Toys_80,Clothing,TechWorld,5,527.03,2024-10-31,Pre-Seniors (50-59),2635.1499999999996
1202,221,Customer_123,Female,43,Houston,6,Electronics_6,Clothing,HomeEssentials,5,374.16,2024-01-30,Middle-Aged (40-49),1870.8000000000002
1203,90,Customer_278,Male,63,New York,22,Toys_22,Toys,ToyLand,5,431.49,2024-05-13,Seniors (60-69),2157.45
1204,86,Customer_190,Male,36,New York,57,Clothing_57,Clothing,FashionHub,2,266.2,2024-05-30,Adults (30-39),532.4
